ATS System Code,Location Name,Location Category Description,Borough,Full Address,Zoned Elementary,Zoned Middle,Zoned High
01M015,P.S. 015 Roberto Clemente,Elementary,Manhattan,"333 EAST 4 STREET, MANHATTAN, NY 10009",No,No,No
01M020,P.S. 020 Anna Silver,Elementary,Manhattan,"166 ESSEX STREET, MANHATTAN, NY 10002",No,No,No
01M034,P.S. 034 Franklin D. Roosevelt,K-8,Manhattan,"730 East 12 Street, Manhattan, NY 10009",No,No,No
01M063,The STAR Academy - P.S.63,Elementary,Manhattan,"121 EAST 3 STREET, MANHATTAN, NY 10009",No,No,No
01M064,P.S. 064 Robert Simon,Elementary,Manhattan,"600 EAST 6 STREET, MANHATTAN, NY 10009",No,No,No
01M110,P.S. 110 Florence Nightingale,Elementary,Manhattan,"285 Delancy Street, Manhattan, NY 10002",No,No,No
01M134,P.S. 134 Henrietta Szold,Elementary,Manhattan,"293 EAST BROADWAY, MANHATTAN, NY 10002",No,No,No
01M140,P.S. 140 Nathan Straus,K-8,Manhattan,"123 RIDGE STREET, MANHATTAN, NY 10002",No,No,No
01M142,P.S. 142 Amalia Castro,Elementary,Manhattan,"100 ATTORNEY STREET, MANHATTAN, NY 10002",No,No,No
01M184,P.S. 184m Shuang Wen,K-8,Manhattan,"327 CHERRY STREET, MANHATTAN, NY 10002",No,No,No
01M188,P.S. 188 The Island School,K-8,New York,"442 EAST HOUSTON STREET, NEW YORK, NY 10002",No,No,No
01M292,Orchard Collegiate Academy,High school,Manhattan,"220 HENRY STREET, MANHATTAN, NY 10002",No,No,No
01M315,The East Village Community School,Elementary,Manhattan,"185 1 Avenue, Manhattan, NY 10003",No,No,No
01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,Manhattan,"220 HENRY STREET, MANHATTAN, NY 10002",No,No,No
01M361,The Children's Workshop School,Elementary,Manhattan,"610 EAST 12 STREET, MANHATTAN, NY 10009",No,No,No
01M363,Neighborhood School,Elementary,Manhattan,"121 EAST 3 STREET, MANHATTAN, NY 10009",No,No,No
01M364,Earth School,Elementary,Manhattan,"600 EAST 6 STREET, MANHATTAN, NY 10009",No,No,No
01M378,School for Global Leaders,Junior High-Intermediate-Middle,Manhattan,"145 Stanton Street, Manhattan, NY 10002",No,No,No
01M448,University Neighborhood High School,High school,Manhattan,"200 Monroe Street, Manhattan, NY 10002",No,No,No
01M450,East Side Community School,Secondary School,Manhattan,"420 East 12 Street, Manhattan, NY 10009",No,No,No
01M458,Forsyth Satellite Academy,High school,Manhattan,"198 Forsyth Street, Manhattan, NY 10002",No,No,No
01M515,Lower East Side Preparatory High School,High school,Manhattan,"145 Stanton Street, Manhattan, NY 10002",No,No,No
01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,Manhattan,"111 COLUMBIA STREET, MANHATTAN, NY 10002",No,No,No
01M650,Cascades High School,High school,Manhattan,"198 Forsyth Street, Manhattan, NY 10002",No,No,No
01M696,Bard High School Early College,High school,Manhattan,"525 EAST HOUSTON STREET, MANHATTAN, NY 10002",No,No,No
01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,Manhattan,"600 EAST 6 STREET, MANHATTAN, NY 10009",No,No,No
02M047,47 The American Sign Language and English Secondary School,High school,Manhattan,"223 East 23 Street, Manhattan, NY 10010",No,No,No
02M077,P.S. 77 Lower Lab School,Elementary,Manhattan,"1700 3 AVENUE, MANHATTAN, NY 10128",No,No,No
02M114,East Side Middle School,Junior High-Intermediate-Middle,Manhattan,"331 East 91 Street, Manhattan, NY 10128",No,No,No
02M135,The Urban Assembly Early College High School of Emergency Medicine,High school,Manhattan,"411 PEARL STREET, MANHATTAN, NY 10038",No,No,No
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,High school,Manhattan,"439 West 49 Street, Manhattan, NY 10019",No,No,No
02M150,P.S. 150,Elementary,Manhattan,"28-42 Trinity Place, Manhattan, NY 10006",No,No,No
02M177,Yorkville East Middle School,Junior High-Intermediate-Middle,Manhattan,"1458 YORK AVENUE, MANHATTAN, NY 10075",No,No,No
02M212,P.S. 212 Midtown West,Elementary,Manhattan,"328 WEST 48 STREET, MANHATTAN, NY 10036",No,No,No
02M225,Ella Baker School,K-8,Manhattan,"317 EAST 67 STREET, MANHATTAN, NY 10065",No,No,No
02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,Manhattan,"320 EAST 20 STREET, MANHATTAN, NY 10003",No,No,No
02M260,The Clinton School,Secondary School,Manhattan,"10 East 15 Street, Manhattan, NY 10003",No,No,No
02M280,Manhattan Early College School for Marketing and Media Arts,High school,Manhattan,"411 PEARL STREET, MANHATTAN, NY 10038",No,No,No
02M282,Urban Assembly Maker Academy,High school,Manhattan,"411 PEARL STREET, MANHATTAN, NY 10038",No,No,No
02M288,Food and Finance High School,High school,Manhattan,"525 West 50 Street, Manhattan, NY 10019",No,No,No
02M289,I.S. 289,Junior High-Intermediate-Middle,Manhattan,"201 WARREN STREET, MANHATTAN, NY 10282",No,No,No
02M294,Essex Street Academy,High school,Manhattan,"350 GRAND STREET, MANHATTAN, NY 10002",No,No,No
02M296,High School of Hospitality Management,High school,Manhattan,"525 West 50 Street, Manhattan, NY 10019",No,No,No
02M298,Pace High School,High school,Manhattan,"100 HESTER STREET, MANHATTAN, NY 10002",No,No,No
02M300,"Urban Assembly School of Design and Construction, The",High school,Manhattan,"525 West 50 Street, Manhattan, NY 10019",No,No,No
02M303,"Facing History School, The",Secondary School,Manhattan,"525 West 50 Street, Manhattan, NY 10019",No,No,No
02M305,"Urban Assembly Academy of Government and Law, The",High school,Manhattan,"350 GRAND STREET, MANHATTAN, NY 10002",No,No,No
02M308,Lower Manhattan Arts Academy,High school,Manhattan,"350 GRAND STREET, MANHATTAN, NY 10002",No,No,No
02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,Manhattan,"333 WEST 17 STREET, MANHATTAN, NY 10011",No,No,No
02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M316,"Urban Assembly School of Business for Young Women, the",High school,Manhattan,"26 BROADWAY, MANHATTAN, NY 10004",No,No,No
02M347,The 47 American Sign Language & English Lower School,K-8,Manhattan,"223 East 23 Street, Manhattan, NY 10010",No,No,No
02M374,Gramercy Arts High School,High school,Manhattan,"40 IRVING PLACE, MANHATTAN, NY 10003",No,No,No
02M376,NYC iSchool,High school,Manhattan,"131 AVENUE OF THE AMERICAS, MANHATTAN, NY 10013",No,No,No
02M391,District 2 Pre-K Center,District Pre-K Center,Manhattan,"2-26 WASHINGTON STREET, MANHATTAN, NY 10004",No,No,No
02M392,Manhattan Business Academy,High school,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M393,Business Of Sports School,High school,Manhattan,"439 West 49 Street, Manhattan, NY 10019",No,No,No
02M394,Emma Lazarus High School,High school,Manhattan,"100 HESTER STREET, MANHATTAN, NY 10002",No,No,No
02M395,A School Without Walls,High school,Manhattan,"90 TRINITY PLACE, MANHATTAN, NY 10006",No,No,No
02M399,The High School For Language And Diplomacy,High school,Manhattan,"40 IRVING PLACE, MANHATTAN, NY 10003",No,No,No
02M400,High School for Environmental Studies,High school,Manhattan,"444 WEST 56 STREET, MANHATTAN, NY 10019",No,No,No
02M407,Institute for Collaborative Education,Secondary School,Manhattan,"345 East 15 Street, Manhattan, NY 10003",No,No,No
02M408,Professional Performing Arts High School,Secondary School,Manhattan,"328 WEST 48 STREET, MANHATTAN, NY 10036",No,No,No
02M411,Baruch College Campus High School,High school,Manhattan,"55 EAST 25 STREET, MANHATTAN, NY 10010",No,No,No
02M412,N.Y.C. Lab School for Collaborative Studies,High school,Manhattan,"333 WEST 17 STREET, MANHATTAN, NY 10011",No,No,No
02M413,School of the Future High School,Secondary School,Manhattan,"127 EAST 22 STREET, MANHATTAN, NY 10010",No,No,No
02M414,N.Y.C. Museum School,High school,Manhattan,"333 WEST 17 STREET, MANHATTAN, NY 10011",No,No,No
02M416,Eleanor Roosevelt High School,High school,Manhattan,"411 East 76 Street, Manhattan, NY 10021",No,No,No
02M418,Millennium High School,High school,Manhattan,"75 BROAD STREET, MANHATTAN, NY 10004",No,No,No
02M419,Landmark High School,High school,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M420,High School for Health Professions and Human Services,High school,Manhattan,"345 East 15 Street, Manhattan, NY 10003",No,No,No
02M422,Quest to Learn,Secondary School,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M425,Leadership and Public Service High School,High school,Manhattan,"90 TRINITY PLACE, MANHATTAN, NY 10006",No,No,No
02M427,Manhattan Academy For Arts & Language,High school,Manhattan,"111 East 33 Street, Manhattan, NY 10016",No,No,No
02M432,Murray Hill Academy,High school,Manhattan,"111 East 33 Street, Manhattan, NY 10016",No,No,No
02M437,Hudson High School of Learning Technologies,High school,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M438,International High School at Union Square,High school,Manhattan,"40 IRVING PLACE, MANHATTAN, NY 10003",No,No,No
02M439,Manhattan Village Academy,High school,Manhattan,"43 WEST 22 STREET, MANHATTAN, NY 10010",No,No,No
02M442,"Ballet Tech, NYC Public School for Dance",K-8,Manhattan,"890 BROADWAY, MANHATTAN, NY 10003",No,No,No
02M449,Vanguard High School,High school,Manhattan,"317 EAST 67 STREET, MANHATTAN, NY 10065",No,No,No
02M459,Manhattan International High School,High school,Manhattan,"317 EAST 67 STREET, MANHATTAN, NY 10065",No,No,No
02M475,Stuyvesant High School,High school,Manhattan,"345 CHAMBERS STREET, MANHATTAN, NY 10282",No,No,No
02M489,High School of Economics and Finance,High school,Manhattan,"100 TRINITY PLACE, MANHATTAN, NY 10006",No,No,No
02M500,Unity Center for Urban Technologies,High school,Manhattan,"111 East 33 Street, Manhattan, NY 10016",No,No,No
02M507,Urban Assembly Gateway School for Technology,High school,Manhattan,"439 West 49 Street, Manhattan, NY 10019",No,No,No
02M519,Talent Unlimited High School,High school,Manhattan,"317 EAST 67 STREET, MANHATTAN, NY 10065",No,No,No
02M520,Murry Bergtraum High School for Business Careers,High school,Manhattan,"411 PEARL STREET, MANHATTAN, NY 10038",No,No,No
02M529,Jacqueline Kennedy Onassis High School,High school,Manhattan,"120 WEST 46 STREET, MANHATTAN, NY 10036",No,No,No
02M531,Repertory Company High School for Theatre Arts,High school,Manhattan,"123 WEST 43 STREET, MANHATTAN, NY 10036",No,No,No
02M533,Union Square Academy for Health Sciences,High school,Manhattan,"40 IRVING PLACE, MANHATTAN, NY 10003",No,No,No
02M534,Harvest Collegiate High School,High school,Manhattan,"34 West 14 Street, Manhattan, NY 10011",No,No,No
02M542,Manhattan Bridges High School,High school,Manhattan,"525 West 50 Street, Manhattan, NY 10019",No,No,No
02M543,New Design High School,High school,Manhattan,"350 GRAND STREET, MANHATTAN, NY 10002",No,No,No
02M544,Independence High School,High school,Manhattan,"850 10 AVENUE, MANHATTAN, NY 10019",No,No,No
02M545,High School for Dual Language and Asian Studies,High school,Manhattan,"350 GRAND STREET, MANHATTAN, NY 10002",No,No,No
02M546,Academy for Software Engineering,High school,Manhattan,"40 IRVING PLACE, MANHATTAN, NY 10003",No,No,No
02M550,Liberty High School Academy for Newcomers,High school,Manhattan,"250 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M551,Urban Assembly New York Harbor School,High school,Manhattan,"10 South Street, Slip 7, Manhattan, NY 10004",No,No,No
02M560,High School M560 - City As School,High school,Manhattan,"16 Clarkson Street, Manhattan, NY 10014",No,No,No
02M565,Urban Academy Laboratory High School,High school,Manhattan,"317 EAST 67 STREET, MANHATTAN, NY 10065",No,No,No
02M570,Satellite Academy High School,High school,Manhattan,"120 West 30 Street, Manhattan, NY 10001",No,No,No
02M575,Manhattan Comprehensive Night and Day High School,High school,Manhattan,"240 2 AVENUE, MANHATTAN, NY 10003",No,No,No
02M580,Richard R. Green High School of Teaching,High school,Manhattan,"7 BEAVER STREET, MANHATTAN, NY 10004",No,No,No
02M586,Harvey Milk High School,High school,Manhattan,"2-10 ASTOR PLACE, MANHATTAN, NY 10003",No,No,No
02M600,The High School of Fashion Industries,High school,Manhattan,"225 WEST 24 STREET, MANHATTAN, NY 10011",No,No,No
02M605,Humanities Preparatory Academy,High school,Manhattan,"351 WEST 18 STREET, MANHATTAN, NY 10011",No,No,No
02M615,Chelsea Career and Technical Education High School,High school,Manhattan,"131 AVENUE OF THE AMERICAS, MANHATTAN, NY 10013",No,No,No
02M630,Art and Design High School,High school,Manhattan,"231-249 East 56 Street, Manhattan, NY 10022",No,No,No
02M655,The High School for Climate Justice,High school,Manhattan,"320 EAST 96 STREET, MANHATTAN, NY 10128",No,No,No
02M896,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,Manhattan,"26 BROADWAY, MANHATTAN, NY 10004",No,No,No
03M054,J.H.S. 054 Booker T. Washington,Junior High-Intermediate-Middle,Manhattan,"104 West 108 Street, Manhattan, NY 10025",No,No,No
03M243,M.S. 243 Center School,Junior High-Intermediate-Middle,Manhattan,"100 WEST 84 STREET, MANHATTAN, NY 10024",No,No,No
03M245,M.S. M245 The Computer School,Junior High-Intermediate-Middle,Manhattan,"100 WEST 77 STREET, MANHATTAN, NY 10024",No,No,No
03M247,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,Manhattan,"100 WEST 77 STREET, MANHATTAN, NY 10024",No,No,No
03M256,Lafayette Academy,Junior High-Intermediate-Middle,Manhattan,"154 WEST 93 STREET, MANHATTAN, NY 10025",No,No,No
03M258,Community Action School - MS 258,Junior High-Intermediate-Middle,Manhattan,"154 WEST 93 STREET, MANHATTAN, NY 10025",No,No,No
03M291,West End Secondary School,Secondary School,Manhattan,"227-243 West 61 Street, Manhattan, NY 10023",No,No,No
03M307,"Urban Assembly School for Media Studies, The",High school,Manhattan,"122 AMSTERDAM AVENUE, MANHATTAN, NY 10023",No,No,No
03M333,P.S. 333 Manhattan School for Children,K-8,Manhattan,"154 WEST 93 STREET, MANHATTAN, NY 10025",No,No,No
03M334,The Anderson School,K-8,Manhattan,"100 WEST 77 STREET, MANHATTAN, NY 10024",No,No,No
03M402,The Urban Assembly School for Green Careers,High school,Manhattan,"145 WEST 84 STREET, MANHATTAN, NY 10024",No,No,No
03M403,The Global Learning Collaborative,High school,Manhattan,"145 WEST 84 STREET, MANHATTAN, NY 10024",No,No,No
03M404,Innovation Diploma Plus,High school,Manhattan,"145 WEST 84 STREET, MANHATTAN, NY 10024",No,No,No
03M415,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,Manhattan,"215 WEST 114 STREET, MANHATTAN, NY 10026",No,No,No
03M417,Frank McCourt High School,High school,Manhattan,"145 WEST 84 STREET, MANHATTAN, NY 10024",No,No,No
03M421,West Prep Academy,Junior High-Intermediate-Middle,Manhattan,"220 West 108 Street, Manhattan, NY 10025",No,No,No
03M479,Beacon High School,High school,Manhattan,"522 West 44 Street, Manhattan, NY 10036",No,No,No
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High school,Manhattan,"100 Amsterdam Avenue, Manhattan, NY 10023",No,No,No
03M492,"High School for Law, Advocacy and Community Justice",High school,Manhattan,"122 AMSTERDAM AVENUE, MANHATTAN, NY 10023",No,No,No
03M494,High School of Arts and Technology,High school,Manhattan,"122 AMSTERDAM AVENUE, MANHATTAN, NY 10023",No,No,No
03M541,Manhattan / Hunter Science High School,High school,Manhattan,"122 AMSTERDAM AVENUE, MANHATTAN, NY 10023",No,No,No
03M610,Young Women's Leadership School,Secondary School,Manhattan,"140 WEST 102 STREET, MANHATTAN, NY 10025",No,No,No
03M859,Special Music School,K-12 all grades,Manhattan,"129 WEST 67 STREET, MANHATTAN, NY 10023",No,No,No
03M860,Frederick Douglass Academy II Secondary School,Secondary School,Manhattan,"215 WEST 114 STREET, MANHATTAN, NY 10026",No,No,No
03M862,Mott Hall II,Junior High-Intermediate-Middle,Manhattan,"220 WEST 121 STREET, MANHATTAN, NY 10027",No,No,No
04M012,Tag Young Scholars,K-8,Manhattan,"240 EAST 109 STREET, MANHATTAN, NY 10029",No,No,No
04M037,River East Elementary,Elementary,Manhattan,"2351 FIRST AVENUE, MANHATTAN, NY 10035",No,No,No
04M112,P.S. 112 Jose Celso Barbosa,Early Childhood,Manhattan,"535 East 119 Street, Manhattan, NY 10035",No,No,No
04M182,The Bilingual Bicultural School,Elementary,Manhattan,"219 East 109 Street, Manhattan, NY 10029",No,No,No
04M206,P.S. 206 Jose Celso Barbosa,K-8,Manhattan,"508 East 120 Street, Manhattan, NY 10035",No,No,No
04M224,M.S. 224 Manhattan East School for Arts & Academics,Junior High-Intermediate-Middle,Manhattan,"410 EAST 100 STREET, MANHATTAN, NY 10029",No,No,No
04M310,The Judith S. Kaye School,High school,Manhattan,"321 East 96 Street, Manhattan, NY 10128",No,No,No
04M372,Esperanza Preparatory Magnet School,Secondary School,Manhattan,"240 EAST 109 STREET, MANHATTAN, NY 10029",No,No,No
04M377,Renaissance School of the Arts,Junior High-Intermediate-Middle,Manhattan,"319 East 117 Street, Manhattan, NY 10035",No,No,No
04M435,Manhattan Center for Science and Mathematics,High school,Manhattan,"260 PLEASANT AVENUE, MANHATTAN, NY 10029",No,No,No
04M495,Park East High School,High school,Manhattan,"230 EAST 105 STREET, MANHATTAN, NY 10029",No,No,No
04M497,Central Park East I,Elementary,Manhattan,"1573 Madison Avenue, Manhattan, NY 10029",No,No,No
04M505,Edward A. Reynolds West Side High School,High school,New York,"105 East 106 Street, New York, NY 10029",No,No,No
04M555,Central Park East High School,High school,Manhattan,"1573 Madison Avenue, Manhattan, NY 10029",No,No,No
04M680,"Heritage School, The",High school,Manhattan,"1680 LEXINGTON AVENUE, MANHATTAN, NY 10029",No,No,No
04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,Manhattan,"260 PLEASANT AVENUE, MANHATTAN, NY 10029",No,No,No
04M964,Central Park East II,K-8,Manhattan,"433 EAST 100 STREET, MANHATTAN, NY 10029",No,No,No
05M036,P.S. 036 Margaret Douglas,Elementary,Manhattan,"123 Morningside Drive, Manhattan, NY 10027",No,No,No
05M125,P.S. 125 Ralph Bunche,Elementary,Manhattan,"425 West 123 Street, Manhattan, NY 10027",No,No,No
05M148,Eagle Academy for Young Men of Harlem,Secondary School,Manhattan,"6 EDGECOMBE AVENUE, MANHATTAN, NY 10030",No,No,No
05M157,The Urban Assembly School for Global Commerce,High school,Manhattan,"2005 MADISON AVENUE, MANHATTAN, NY 10035",No,No,No
05M285,Harlem Renaissance High School,High school,Manhattan,"22 East 128 Street, Manhattan, NY 10035",No,No,No
05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,Manhattan,"509 WEST 129 STREET, MANHATTAN, NY 10027",No,No,No
05M304,Mott Hall High School,High school,Manhattan,"6 EDGECOMBE AVENUE, MANHATTAN, NY 10030",No,No,No
05M318,Thurgood Marshall Academy Lower School,Elementary,Manhattan,"276 West 151 Street, Manhattan, NY 10039",No,No,No
05M362,Columbia Secondary School,Secondary School,Manhattan,"425 West 123 Street, Manhattan, NY 10027",No,No,No
05M369,Urban Assembly School for the Performing Arts,High school,Manhattan,"509 WEST 129 STREET, MANHATTAN, NY 10027",No,No,No
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),Junior High-Intermediate-Middle,Manhattan,"425 West 130 Street, Manhattan, NY 10027",No,No,No
05M499,Frederick Douglass Academy,Secondary School,Manhattan,"2581 7 Avenue, Manhattan, NY 10039",No,No,No
05M514,New Design Middle School,Junior High-Intermediate-Middle,Manhattan,"250 West 127 Street, Manhattan, NY 10027",No,No,No
05M517,Teachers College Community School,K-8,Manhattan,"168 Morningside Avenue, Manhattan, NY 10027",No,No,No
05M670,Thurgood Marshall Academy for Learning and Social Change,Secondary School,Manhattan,"200-214 West 135 Street, Manhattan, NY 10030",No,No,No
05M692,"High School for Mathematics, Science and Engineering at City College",High school,Manhattan,"240 CONVENT AVE, MANHATTAN, NY 10031",No,No,No
06M018,P.S. 018 Park Terrace,K-8,Manhattan,"3761 10 Avenue, Manhattan, NY 10034",No,No,No
06M098,P.S. 098 Shorac Kappock,Elementary,Manhattan,"512 WEST 212 STREET, MANHATTAN, NY 10034",No,No,No
06M103,Dos Puentes Elementary School,Elementary,Manhattan,"185 Wadsworth Avenue, Manhattan, NY 10033",No,No,No
06M132,P.S. 132 Juan Pablo Duarte,Elementary,Manhattan,"185 Wadsworth Avenue, Manhattan, NY 10033",No,No,No
06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,Manhattan,"511 West 182 Street, Manhattan, NY 10033",No,No,No
06M178,Professor Juan Bosch Public School,Elementary,Manhattan,"12-18 ELLWOOD STREET, MANHATTAN, NY 10040",No,No,No
06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,Manhattan,"500 WEST 138 STREET, MANHATTAN, NY 10031",No,No,No
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,K-8,Manhattan,"501-503 WEST 152 STREET, MANHATTAN, NY 10031",No,No,No
06M211,Inwood Early College for Health and Information Technologies,High school,Manhattan,"650 ACADEMY STREET, MANHATTAN, NY 10034",No,No,No
06M223,The Mott Hall School,Junior High-Intermediate-Middle,Manhattan,"401 WEST 164 STREET, MANHATTAN, NY 10032",No,No,No
06M278,Paula Hedbavny School,K-8,Manhattan,"3761 10 Avenue, Manhattan, NY 10034",No,No,No
06M293,City College Magnet School of the Arts,Secondary School,Manhattan,"4600 Broadway, Manhattan, NY 10040",No,No,No
06M311,Amistad Dual Language School,K-8,Manhattan,"4862 BROADWAY, MANHATTAN, NY 10034",No,No,No
06M314,Muscota,Elementary,Manhattan,"4862 BROADWAY, MANHATTAN, NY 10034",No,No,No
06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,Manhattan,"21 JUMEL PLACE, MANHATTAN, NY 10032",No,No,No
06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,Manhattan,"21 JUMEL PLACE, MANHATTAN, NY 10032",No,No,No
06M346,Community Health Academy of the Heights,Secondary School,Manhattan,"504 West 158 Street, Manhattan, NY 10032",No,No,No
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,Manhattan,"511 West 182 Street, Manhattan, NY 10033",No,No,No
06M366,Washington Heights Academy,K-8,Manhattan,"202 SHERMAN AVE, MANHATTAN, NY 10034",No,No,No
06M368,The William Lynch School,Elementary,Manhattan,"1750 AMSTERDAM AVENUE, MANHATTAN, NY 10031",No,No,No
06M423,High School for Excellence and Innovation,High school,Manhattan,"650 ACADEMY STREET, MANHATTAN, NY 10034",No,No,No
06M462,The College Academy,High school,Manhattan,"549 AUDUBON AVENUE, MANHATTAN, NY 10040",No,No,No
06M463,High School for Media and Communications,High school,Manhattan,"549 AUDUBON AVENUE, MANHATTAN, NY 10040",No,No,No
06M467,High School for Law and Public Service,High school,Manhattan,"549 AUDUBON AVENUE, MANHATTAN, NY 10040",No,No,No
06M468,High School for Health Careers and Sciences,High school,Manhattan,"549 AUDUBON AVENUE, MANHATTAN, NY 10040",No,No,No
06M513,Castle Bridge School,Elementary,Manhattan,"560 WEST 169 STREET, MANHATTAN, NY 10032",No,No,No
06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,Manhattan,"180 WADSWORTH AVENUE, MANHATTAN, NY 10033",No,No,No
06M540,A. Philip Randolph Campus High School,High school,Manhattan,"443 WEST 135 STREET, MANHATTAN, NY 10031",No,No,No
06M552,Gregorio Luperon High School for Science and Mathematics,High school,Manhattan,"501 West 165 Street, Manhattan, NY 10032",No,No,No
07X001,P.S. 001 Courtlandt School,Elementary,Bronx,"335 EAST 152 STREET, BRONX, NY 10451",No,No,No
07X005,P.S. 5 Port Morris,K-8,Bronx,"564 JACKSON AVENUE, BRONX, NY 10455",No,No,No
07X018,P.S. 018 John Peter Zenger,Elementary,Bronx,"502 MORRIS AVENUE, BRONX, NY 10451",No,No,No
07X025,P.S. 025 Bilingual School,Elementary,Bronx,"811 EAST 149 STREET, BRONX, NY 10455",No,No,No
07X029,P.S./M.S. 029 Melrose School,K-8,Bronx,"758 COURTLANDT AVENUE, BRONX, NY 10451",No,No,No
07X030,P.S. 030 Wilton,Elementary,Bronx,"510 EAST 141 STREET, BRONX, NY 10454",No,No,No
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,Bronx,"250 EAST 156 STREET, BRONX, NY 10451",No,No,No
07X043,P.S. 043 Jonas Bronck,Elementary,Bronx,"165 BROWN PLACE, BRONX, NY 10454",No,No,No
07X049,P.S. 049 Willis Avenue,Elementary,Bronx,"383 EAST 139 STREET, BRONX, NY 10454",No,No,No
07X065,P.S. 065 Mother Hale Academy,Elementary,Bronx,"677 EAST 141 STREET, BRONX, NY 10454",No,No,No
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,Bronx,"333 EAST 135 STREET, BRONX, NY 10454",No,No,No
07X157,P.S. 157 Grove Hill,Elementary,Bronx,"757 CAULDWELL AVENUE, BRONX, NY 10456",No,No,No
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,Bronx,"628 TINTON AVENUE, BRONX, NY 10455",No,No,No
07X179,Academy of Exploratory Arts,Elementary,Bronx,"468 EAST 140 STREET, BRONX, NY 10454",No,No,No
07X221,South Bronx Preparatory: A College Board School,Secondary School,Bronx,"360 EAST 145 STREET, BRONX, NY 10454",No,No,No
07X223,The Laboratory School of Finance and Technology: X223,Secondary School,Bronx,"360 EAST 145 STREET, BRONX, NY 10454",No,No,No
07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,Bronx,"345 BROOK AVENUE, BRONX, NY 10454",No,No,No
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",High school,Bronx,"455 SOUTHERN BLVD, BRONX, NY 10455",No,No,No
07X277,P.S. 277,Elementary,Bronx,"519 ST ANNS AVENUE, BRONX, NY 10455",No,No,No
07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,Bronx,"778 Forest Avenue, Bronx, NY 10456",No,No,No
07X298,Academy of Public Relations,Junior High-Intermediate-Middle,Bronx,"778 Forest Avenue, Bronx, NY 10456",No,No,No
07X334,International Community High School,High school,Bronx,"345 BROOK AVENUE, BRONX, NY 10454",No,No,No
07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,Bronx,"345 BROOK AVENUE, BRONX, NY 10454",No,No,No
07X359,"Leaders of Excellence, Advocacy and Discovery",K-8,Bronx,"639 St Anns Avenue, Bronx, NY 10455",No,No,No
07X369,Young Leaders Elementary School,Elementary,Bronx,"468 EAST 140 STREET, BRONX, NY 10454",No,No,No
07X379,Jill Chaifetz Transfer High School,High school,Bronx,"778 Forest Avenue, Bronx, NY 10456",No,No,No
07X381,Bronx Haven High School,High school,Bronx,"333 EAST 151 STREET, BRONX, NY 10451",No,No,No
07X427,Community School for Social Justice,High school,Bronx,"350 Gerard Avenue, Bronx, NY 10451",No,No,No
07X473,Mott Haven Village Preparatory High School,High school,Bronx,"701 ST. ANNS AVENUE, BRONX, NY 10455",No,No,No
07X495,University Heights Secondary School,High school,Bronx,"701 ST. ANNS AVENUE, BRONX, NY 10455",No,No,No
07X500,Hostos-Lincoln Academy of Science,Secondary School,Bronx,"600 Saint Ann's Avenue, Bronx, NY 10455",No,No,No
07X522,Bronx Design and Construction Academy,High school,Bronx,"333 EAST 151 STREET, BRONX, NY 10451",No,No,No
07X527,Bronx Leadership Academy II High School,High school,Bronx,"730 CONCOURSE VILLAGE WEST, BRONX, NY 10451",No,No,No
07X533,Learning Through Play Pre-K Center,District Pre-K Center,Bronx,"535 Union Avenue, Bronx, NY 10455",No,No,No
