School Name,State Rank,Total Schools
Ps 288 Shirley Tanyhill (The),2363,2445
Charter School Of Inquiry,2364,2445
Elementary School For Math Science And Technology,2365,2445
School 54-Flower City Community School,2366,2445
Raphael J McNulty Academy For Intern Studies & Literacy,2367,2445
Ps 59 Dr Charles Drew Science Magnet,2368,2445
Eldorado Elementary School,2369,2445
Parley Coburn School,2370,2445
Dundee Elementary School,2371,2445
Ps 20 Port Richmond,2372,2445
Rochester Academy Charter School,2373,2445
International School,2374,2445
William E Deluca Junior Elementary School,2375,2445
Lincoln Elementary School,2376,2445
Pleasant Valley Elementary School,2377,2445
Riverside School For Makers And Artists (The),2378,2445
Ps 329 Surfside,2379,2445
Lovejoy Discovery School #43,2380,2445
Lucero Elementary School,2381,2445
Ps 94 Kings College School,2382,2445
Cataract Elementary School,2383,2445
Kenneth L Rutherford School,2384,2445
Ps 111 Jacob Blackwell,2385,2445
Hurlbut W Smith K-8 School,2386,2445
School 22-Lincoln School,2387,2445
Van Duyn Elementary School,2388,2445
School 35-Pinnacle,2389,2445
Giffen Memorial Elementary School,2390,2445
Longwood Academy Of Discovery (The),2391,2445
Roberts K-8 School,2392,2445
Harvey Austin School #97,2393,2445
Ps 243 Weeksville School (The),2394,2445
School 28-Henry Hudson,2395,2445
Phillips Avenue School,2396,2445
Ps 195,2397,2445
Enterprise Charter School,2398,2445
Ps 46 Edward C Blum,2399,2445
School 50-Helen Barrett Montgomery,2400,2445
Steam At Dr King Elementary School,2401,2445
Martin Luther King Junior #48,2402,2445
Fairley School,2403,2445
School 42-Abelard Reynolds,2404,2445
Dr Walter Cooper Academy,2405,2445
Fairgrieve School,2406,2445
John F Kennedy School,2407,2445
Buffalo Elementary School Of Technology,2408,2445
Thomas K Beecher School,2409,2445
Ps 184 Newport,2410,2445
Saint Regis Mohawk School,2411,2445
Frank A Sedita School #30,2412,2445
William Floyd Learning Center,2413,2445
Community School #53,2414,2445
Highgate Heights,2415,2445
Dr Lydia T Wright School Of Excellence,2416,2445
Ps 81 Thaddeus Stevens,2417,2445
School 2-Clara Barton,2418,2445
School 45-Mary McLeod Bethune,2419,2445
School 7-Virgil Grissom,2420,2445
School 9-Dr Martin Luther King Junior,2421,2445
D'Youville-Porter Campus,2422,2445
School 4-George Mather Forbes,2423,2445
Ps 17,2424,2445
Frazer K-8 School,2425,2445
Ps 270 Johann Dekalb,2426,2445
Bellevue Elementary School,2427,2445
Hamilton Elementary School,2428,2445
Herman Badillo Bilingual Academy,2429,2445
School 33-John James Audubon,2430,2445
School 58-World Of Inquiry School,2431,2445
L P Quinn Elementary School,2432,2445
School 5-John Williams,2433,2445
McKinley-Brighton Elementary School,2434,2445
Gansevoort Elementary School,2435,2445
Exploration Ele Charter School - Science-Technol,2436,2445
Bellamy Elementary School,2437,2445
School 29-Adlai E Stevenson,2438,2445
Bilingual Center,2439,2445
School 8-Roberto Clemente,2440,2445
Rise Community School,2441,2445
School 39-Andrew J Townson,2442,2445
Delaware Primary School,2443,2445
School 17-Enrico Fermi,2444,2445
Seymour Dual Language Academy,2445,2445
